Episode,MaxX,CumulativeReward,TimeAlive
339,2.838309526,389.2684853,1.483333333
340,2.810529947,384.9551511,1.483333333
341,2.834156275,391.5992448,1.483333333
342,2.761458397,375.4639865,1.5
343,2.746600389,373.693913,1.45
344,2.771258593,378.849387,1.466666667
345,2.923707008,402.3739665,1.533333333
346,2.760103703,377.6084121,1.466666667
347,2.847366095,392.2486935,1.483333333
348,2.924010038,405.9586219,1.5
349,2.732525587,372.1818981,1.5
350,2.776397943,382.2856478,1.483333333
351,2.705829144,368.5913514,1.466666667
352,2.776497126,379.8886411,1.483333333
353,2.775728703,382.9596626,1.55
354,2.834755421,390.3063908,1.466666667
355,2.898962975,405.2955391,1.5
356,2.796844482,388.2101594,1.483333333
357,2.8545928,394.2172496,1.566666667
358,2.709334373,370.3441219,1.516666667
359,2.810621738,386.006443,1.483333333
360,2.850540876,393.2121325,1.466666667
361,2.792922974,381.612151,1.466666667
362,2.947826147,414.257286,1.466666667
363,2.892622232,398.4164625,1.516666667
364,3.03389883,425.8208783,1.516666667
365,2.814329386,388.7889859,1.466666667
366,2.644498348,357.5774957,1.45
367,2.924088001,407.1909349,1.466666667
368,2.881262779,397.0684162,1.5
369,2.844034195,394.9335527,1.483333333
370,2.799072504,383.2259084,1.483333333
371,2.801284552,386.0663224,1.45
372,2.830693245,389.2296911,1.5
373,3.442217827,492.4576752,2.133333333
374,2.902782917,401.1309197,1.483333333
375,2.87805748,400.5737494,1.633333333
376,2.763979912,379.7577262,1.516666667
377,2.947725534,411.8764087,1.483333333
378,2.849307299,393.4866347,1.5
379,2.893689156,400.8061243,1.65
380,2.890201807,401.7682446,1.483333333
381,2.95033884,412.6704956,1.583333333
382,2.940058708,412.3769193,1.516666667
383,3.43150568,484.4401846,2.566666667
384,2.891705751,398.6018732,1.516666667
385,2.875680923,397.664205,1.566666667
386,3.646910906,527.658672,2.516666667
387,2.779503107,382.1910988,1.5
388,2.891923666,403.7295521,1.466666667
389,2.961570263,409.8323364,1.483333333
390,3.014635563,419.8369845,2.016666667
391,2.83699441,392.2901251,1.5
392,2.735966682,374.8134188,1.483333333
393,2.925274134,406.6068049,1.483333333
394,2.961769819,415.193759,1.483333333
395,2.930699825,409.5833579,1.6
396,2.952400923,408.4893472,1.5
397,3.7506392,550.7056809,2.166666667
398,3.250024557,462.7723916,2.016666667
399,3.591764212,521.2610154,1.866666667
400,2.93588376,408.9068463,1.483333333
401,2.928394079,407.1262348,1.483333333
402,3.682059765,536.641197,2.133333333
403,3.177666903,449.7849741,2.216666667
404,3.111375332,436.1814646,2.3
405,2.846726418,391.596852,1.733333333
406,2.966569424,412.2610663,1.516666667
407,2.93459034,412.1651993,1.483333333
408,2.912782907,406.8712895,1.5
409,2.91623497,399.0931657,1.55
410,3.808327913,557.4426884,2.466666667
411,2.844982862,387.7429084,1.483333333
412,2.945696115,415.5732143,1.483333333
413,2.852267027,397.0179482,1.45
414,2.896740198,402.9095033,1.516666667
415,2.844586372,393.9353001,1.516666667
416,2.901737928,402.5283382,1.5
417,2.984080076,418.3996296,1.483333333
418,2.914428711,405.3796965,1.483333333
419,3.05913043,427.2779189,1.6
420,2.916878939,404.8391247,1.466666667
421,2.905268669,401.5585085,1.833333333
422,2.873399258,399.2506674,1.5
423,2.813190699,387.9207307,1.433333333
424,2.94231534,411.526202,1.466666667
425,2.93110323,409.6928753,1.466666667
426,3.03649807,425.9213612,1.45
427,2.915740013,403.0690825,1.466666667
428,3.005135059,417.3112281,1.5
429,2.835920334,387.1179704,1.466666667
430,3.488813639,502.7248279,1.983333333
431,2.91032052,405.2942188,1.466666667
432,2.840747833,391.5852222,1.45
433,3.083507776,436.5543134,1.516666667
434,2.772464752,384.3823285,1.583333333
435,3.052703857,430.8857862,1.466666667
436,2.872112751,394.0381744,1.583333333
437,3.516313791,507.8806227,2.4
438,2.95273447,415.4070125,1.566666667
439,3.046662092,423.532707,1.566666667
440,2.958990097,409.8734371,1.516666667
441,3.609721184,524.4262065,2.166666667
442,3.037485361,424.0565797,1.55
443,2.857915401,398.3500833,1.483333333
444,3.098680496,438.3857504,1.633333333
445,3.046134949,430.7711345,1.483333333
446,3.132709503,441.6777098,1.983333333
447,3.321693659,474.0168989,2.316666667
448,2.908277273,402.8174776,1.45
449,2.953763485,413.2476877,1.566666667
450,3.084137678,437.1907749,2.1
451,2.874722719,399.3893529,1.433333333
452,2.883238554,397.880684,1.466666667
453,3.169337511,452.2544892,2.116666667
454,2.86316061,396.3358783,1.5
455,3.317281008,473.602288,2.116666667
456,2.947640896,410.1832089,1.483333333
457,2.922845364,407.6187466,1.483333333
458,3.331311464,475.6289448,2.316666667
459,2.977246761,416.6919469,1.5
460,2.838533401,388.3610879,1.516666667
461,2.758254766,375.9377658,1.433333333
462,2.901101112,404.118389,1.683333333
463,3.098175764,434.3949895,1.6
464,3.040253401,426.8696192,1.683333333
465,2.822635889,389.2929898,1.583333333
466,3.357325554,478.8305881,2.366666667
467,3.505996943,508.2903115,2.6
468,2.859856367,395.1566448,1.45
469,3.817207098,563.0033007,2.4
470,2.938920498,405.5724326,1.95
471,3.342410088,475.3733899,2.2
472,3.005018473,416.7296348,1.483333333
473,2.825839281,387.4508996,1.633333333
474,2.922358036,401.1249903,1.583333333
475,2.913853884,410.6688152,1.8
476,2.908618927,403.4547449,1.583333333
477,2.983222961,416.4984588,1.633333333
478,2.950384855,413.7184993,1.6
479,2.842138767,393.7023062,1.6
480,2.853468657,397.4092842,1.616666667
481,3.000472069,414.6748568,2.05
482,3.008322477,420.5533851,1.516666667
483,3.042942047,426.3633769,1.566666667
484,2.953427076,411.895418,1.583333333
485,2.913218737,401.3222977,1.483333333
486,2.857001305,398.5585862,1.516666667
487,3.620420933,528.2969721,2.266666667
488,2.936604261,410.2357754,1.55
489,3.002321482,419.9678952,1.566666667
490,3.018806696,420.2711376,1.483333333
491,2.861015797,396.9283152,1.566666667
492,2.806442976,385.62276,1.466666667
493,2.847151756,395.0817871,1.483333333
494,2.82948637,390.4212926,1.7
495,2.845113039,392.5785447,1.533333333
496,2.970836878,416.2573979,1.6
497,2.863749266,394.0312542,1.516666667
498,2.825956345,389.5383888,1.616666667
499,2.938347578,409.4402869,1.483333333
500,2.964166641,412.6776209,1.483333333
501,2.964476109,413.8791101,1.483333333
502,2.884319782,402.1749221,1.566666667
503,2.854715586,397.9929083,1.5
504,3.015179157,420.1662514,1.583333333
505,2.900322199,406.0543453,1.483333333
506,2.973176479,417.1008465,1.483333333
507,2.843477964,394.0389216,1.5
508,2.979717731,416.623596,1.516666667
509,2.807198048,383.6432082,1.5
510,2.938714027,408.3609119,1.5
511,2.907984972,405.215369,1.516666667
512,2.889662981,397.7111256,1.516666667
513,3.048989296,426.4688811,1.483333333
514,2.90631032,404.0429881,1.566666667
515,3.066613674,428.1099796,1.5
516,2.830077171,387.59301,1.466666667
517,3.083485365,434.4037857,1.583333333
518,2.896991014,399.2520479,1.583333333
519,3.00731039,420.4461646,1.483333333
520,2.884207487,399.6502915,1.566666667
521,3.015519619,421.8631195,1.533333333
522,2.988981724,417.3514344,1.483333333
523,2.947974205,408.3109191,1.583333333
524,2.939203978,411.6726572,1.5
525,2.911983013,402.0404079,1.483333333
526,2.936620474,411.2606352,1.516666667
527,2.985337734,415.9172243,1.533333333
528,2.991748571,420.0925189,1.483333333
529,2.934803009,408.2661718,1.6
530,2.894432068,404.7000455,1.466666667
531,3.108792067,440.5667792,1.5
532,2.994666338,420.0890708,1.466666667
533,2.974005222,416.1653051,1.583333333
534,2.925612211,407.3367744,1.533333333
535,3.015560627,424.426519,1.533333333
536,2.939820528,408.4347276,1.5
537,2.944914341,409.9868827,1.583333333
538,3.028049231,423.9423966,1.483333333
539,2.912870407,402.8776816,1.5
540,2.984672785,416.5301105,1.483333333
541,2.976313829,417.5077235,1.483333333
542,2.838008165,391.8315361,1.483333333
543,2.841770649,393.9879466,1.516666667
544,3.104012966,438.3110011,1.583333333
545,2.9889853,419.9416373,1.483333333
546,2.941511631,406.9683754,1.533333333
547,2.836827278,390.4137282,1.566666667
548,2.991482735,418.3724096,1.533333333
549,3.157640696,447.064353,1.6
550,2.931003571,411.8987767,1.516666667
551,2.920541525,405.4430893,1.483333333
552,3.032674313,423.1555709,1.5
553,2.960865498,410.1684881,1.45
554,3.052779913,427.5068153,1.5
555,2.952523947,413.3939122,1.483333333
556,3.106859207,437.7482309,1.483333333
557,3.142834902,447.1249232,1.483333333
558,2.981829405,416.9858679,1.516666667
559,3.056517601,429.4348941,1.566666667
560,3.022068977,424.0764561,1.5
561,2.987689734,414.8838483,1.5
562,2.95896101,413.2833622,1.466666667
563,3.1191504,438.2739987,1.483333333
564,3.031737089,422.8126931,1.566666667
565,3.0434587,428.8647794,1.483333333
566,3.03123188,422.9745582,1.466666667
567,3.134716034,450.5901236,1.5
568,2.946565628,407.8223432,1.533333333
569,2.966104031,413.5782456,1.55
570,2.950623035,410.8352238,1.45
571,3.105569124,439.9961806,1.5
572,2.942701817,407.4990386,1.5
573,3.038004875,426.4165887,1.5
574,3.059311628,432.5014077,1.55
575,3.09224391,439.1509723,1.483333333
576,2.959132433,411.4825605,1.75
577,3.218227148,458.1368535,1.5
578,3.096006393,438.0562953,1.55
579,3.171499968,453.1733683,1.55
580,2.930312872,407.8961611,1.516666667
581,2.97648859,415.6379078,1.483333333
582,2.890288591,403.3946965,1.483333333
583,2.967005253,413.4849345,1.516666667
584,3.032186508,426.5257177,1.533333333
585,2.947297096,410.3053758,1.55
586,3.091709614,439.237351,1.516666667
587,3.004721403,421.3174215,1.566666667
588,2.993704557,421.3426853,1.583333333
589,2.950079441,410.5640431,1.45
590,3.012909651,421.9756529,1.516666667
591,3.053481817,429.4947819,1.5
592,3.023350239,425.9482716,1.483333333
593,2.936929464,409.3276136,1.733333333
594,2.987225771,419.0148112,1.5
595,3.086021185,437.7336219,1.483333333
596,3.026803255,424.8843624,1.5
597,3.014084816,423.1291669,1.466666667
598,3.001034975,423.6083092,1.5
599,3.12783432,435.7724949,2.483333333
600,3.02343154,427.2161905,1.466666667
601,3.023445368,423.2691876,1.45
602,3.070616245,430.6411935,1.766666667
603,3.178863525,449.3632536,1.516666667
604,2.917266846,405.3690178,1.516666667
605,3.058947086,430.2310763,1.483333333
606,3.018927574,420.00048,1.5
607,2.983121634,417.1202419,1.866666667
608,3.019849777,421.9540594,1.633333333
609,2.91727829,408.4186385,1.583333333
610,3.070695639,434.4310527,1.5
611,3.053861856,429.7196612,1.833333333
612,2.99033618,410.8057686,1.833333333
613,3.00095439,421.4953417,1.5
614,3.075110435,434.3755774,1.466666667
615,3.045131683,430.8270366,1.516666667
616,2.976212502,418.3758498,1.616666667
617,3.019999981,422.6974093,1.616666667
618,2.969726086,415.1228645,1.616666667
619,2.957937717,412.5077245,1.466666667
620,2.939631224,412.3664748,1.483333333
621,2.979951382,416.8203522,1.483333333
622,2.962779284,413.1350181,1.566666667
623,3.002586842,420.4110673,1.466666667
624,3.000067472,422.7370819,1.483333333
625,2.944770575,413.209125,1.466666667
626,3.055960655,430.9665108,1.516666667
627,3.047284365,430.1248375,1.533333333
628,3.016328096,427.1512901,1.5
629,2.971184492,414.9639777,1.466666667
630,3.073560476,437.520158,1.483333333
631,3.063949823,432.1898342,1.533333333
632,2.879149914,401.0786652,1.483333333
633,3.15086627,445.7309774,1.5
634,3.042639971,426.2882277,1.55
635,3.021012783,422.0809798,1.483333333
636,3.047216654,427.2196496,1.483333333
637,3.049183846,430.7918076,1.5
638,3.003228188,423.7064816,1.533333333
639,3.024585485,424.5320885,1.466666667
640,2.99642849,420.4383684,1.483333333
641,3.077639341,430.1667424,1.483333333
642,2.972923994,415.6857801,1.45
643,3.007724285,422.6868814,1.5
644,3.206239223,458.5910214,1.483333333
645,2.996450901,418.4954313,1.666666667
646,2.923144579,409.7364472,1.6
647,2.958726645,413.0259385,1.483333333
648,3.104679108,439.6621055,1.55
649,2.937026501,414.7076597,1.466666667
650,2.988028288,416.336673,1.55
651,3.697090149,536.3924275,2.483333333
652,2.998059034,422.8334458,1.55
653,2.93900013,407.527131,1.45
654,2.921046972,404.3931273,1.583333333
655,3.009301424,421.8715349,1.6
656,3.159647703,448.0908418,1.516666667
657,3.061963797,432.5859989,1.616666667
658,3.050767422,428.8726685,1.483333333
659,3.08396244,435.4007205,1.7
660,3.063190937,431.9339233,1.483333333
661,3.005000591,423.0451921,1.5
662,3.026865005,426.3475439,1.666666667
663,2.942833424,411.057044,1.766666667
664,2.993000269,415.9871527,1.466666667
665,2.991417885,418.0310371,1.516666667
666,2.910581112,406.8538388,1.5
667,3.094787836,438.067346,1.566666667
668,3.084333897,434.9722687,1.566666667
669,3.070384264,424.9626521,2.166666667
670,2.992339611,421.1116472,1.583333333
671,3.055952072,427.6423601,2.016666667
672,2.98727417,420.6311397,1.75
673,2.996948719,417.3207879,1.466666667
674,3.159729958,449.2974882,1.55
675,3.101953745,438.9717729,1.666666667
676,3.103957653,438.3218332,1.716666667
677,3.002812862,422.487684,1.483333333
678,3.44788146,494.3732994,2.25
679,3.026637554,426.6830569,1.55
680,3.075106859,434.4559031,1.733333333
681,3.033747673,423.0049394,1.533333333
682,3.001066208,415.4151238,2.233333333
683,2.973057747,419.8340306,1.466666667
684,3.067407131,429.8662521,1.516666667
685,3.117612362,438.4111098,1.633333333
686,3.031280518,426.7747545,1.683333333
687,3.044263363,426.3596494,1.466666667
688,3.057539463,429.3008496,1.483333333
689,3.035753012,429.5221085,1.483333333
690,2.999324083,422.3965711,1.766666667
691,3.072168112,434.0144101,1.583333333
692,3.455399513,495.2691833,2.55
693,3.101196527,440.9870755,1.5
694,2.944606304,412.6090126,1.483333333
695,3.207750797,467.6328756,2.6
696,3.060437679,429.8131029,1.5
697,4.125392914,620.203071,3.033333333
698,3.127150297,445.3783129,1.516666667
699,3.194482565,455.0505457,1.85
700,3.118178368,440.0845139,1.783333333
701,3.060792446,431.4763914,1.466666667
702,3.058429241,431.2647589,1.583333333
703,3.268198729,453.0028846,2.833333333
704,3.835826159,560.7507945,2.6
705,3.060927153,429.5378723,1.75
706,4.020545483,590.9961983,3.266666667
707,3.225429773,450.2227831,2.6
708,3.590243816,515.9187627,2.433333333
709,4.538570404,684.6399044,3.516666667
710,4.287820816,639.3439257,3
711,4.812027931,734.9364819,3.65
712,3.909406185,571.8473175,2.55
713,5.507088661,852.235214,4.1
714,4.107251644,609.757462,2.466666667
715,4.094305992,609.2242871,2.883333333
716,3.897723675,574.7057736,2.6
717,4.129896164,616.4470153,2.85
718,4.095299721,604.8659247,2.833333333
719,3.950257301,666.2866706,3.45
720,4.246587753,634.6530429,2.916666667
721,3.743978739,544.4725077,2.516666667
722,4.129970074,618.5811875,3.183333333
723,4.057197571,601.6137192,2.816666667
